name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
2608.05906	unverified (title not fetched)		2026	unknown (not opened)	2608.05906					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.07213	unverified (title not fetched)		2026	unknown (not opened)	2608.07213					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.07946	unverified (title not fetched)		2026	unknown (not opened)	2608.07946					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.09260	unverified (title not fetched)		2026	unknown (not opened)	2608.09260					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.09588	unverified (title not fetched)		2026	unknown (not opened)	2608.09588					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.15145	unverified (title not fetched)		2026	unknown (not opened)	2608.15145					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.15389	unverified (title not fetched)		2026	unknown (not opened)	2608.15389					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.24921	unverified (title not fetched)		2026	unknown (not opened)	2608.24921					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.27796	unverified (title not fetched)		2026	unknown (not opened)	2608.27796					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.29345	unverified (title not fetched)		2026	unknown (not opened)	2608.29345					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.29543	unverified (title not fetched)		2026	unknown (not opened)	2608.29543					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2609.00367	unverified (title not fetched)		2026	unknown (not opened)	2609.00367					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2609.00834	unverified (title not fetched)		2026	unknown (not opened)	2609.00834					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2609.02944	unverified (title not fetched)		2026	unknown (not opened)	2609.02944					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2609.10413	unverified (title not fetched)		2026	unknown (not opened)	2609.10413					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
vAttention	vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention	unknown	2024		2405.04437 (seen in excerpts only)						OS-backed alternative to PagedAttention with up to 1.99x decode gains.		0	abstain	Abs page never opened; seen only in excerpts.	10
