name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
AFLoRA	AFLoRA: Adaptive Freezing of Low Rank Adaptation in Parameter Efficient Fine-Tuning of Large Models	Zeyu Liu, Souvik Kundu, Anni Li, Junrui Wan, Lianghao Jiang, Peter Beerel	2024	ACL 2024 (short)	doi:10.18653/v1/2024.acl-short.16	unknown	unverified	unverified	unverified	unknown	Freezes LoRA A/B on trainability schedule; module-dependent freezing insights.	5	1	abstain	ACL Anthology excerpt only, no arXiv id for papers/ naming; no PDF.	5
Bottleneck-Tokens	Bottleneck Tokens for Unified Multimodal Retrieval	(authors not recorded)	2026	arXiv preprint	2604.11095				unknown	unknown	Multimodal unified retrieval via bottleneck tokens	3	1	abstain	Screened via arXiv search snippet only; multimodal scope; not opened at primary source	3
Small-model forgetting	Catastrophic Forgetting in LLMs: A Comparative Analysis Across Language Tasks	Naimul Haque	2025	not venue-checked (arXiv abs opened)	2504.01241	none	0	n/a	n/a	n/a	Continual FT of sub-10B models (Phi-3.5-mini, Orca-2-7B, Qwen2.5-7B) on GLUE; Phi-3.5-mini forgets least; prompt-engineering confounds measurement.	5	1	abstain	Abs page opened; single-author, no PEFT-vs-FT isolation, prompting confound; weak evidence.	5
CoMoL	CoMoL: Efficient Mixture of LoRA Experts via Dynamic Core Space Merging	Cao et al.	2026	arXiv preprint	2603.00573				unknown	unknown	Core-space MoE-LoRA with soft merging at standard-LoRA parameter cost	3	1	abstain	Screened via arXiv search snippet; representative coverage via admitted MoLoRA; not opened at abs page	3
DeepSeekMath-V2	DEEPSEEK-MATH-V2: TOWARDS SELF-VERIFIABLE MATHEMATICAL REASONING	Shao, Zhihong; Luo, Yuxiang; Lu, Chengda; Ren, Z. Z.; Hu, Jiewen; Ye, Tian et al.	2025	arXiv preprint (venue not verified)	2511.22570					unknown	scaled verifier compute for theorem proving; IMO-gold-level results	4	1	abstain	verified via arXiv search snippet only; frontier scale, no single-GPU recipe	4
DeepSeek-Prover-SFT	DEEPSEEK-PROVER: ADVANCING THEOREM PROVING IN LLMS THROUGH LARGE-SCALE SYNTHETIC DATA	Xin, Huajian; Guo, Daya; Shao, Zhihong; Ren, Zhizhou; Zhu, Qihao; Liu, Bo et al.	2024	arXiv preprint (venue not verified)	2405.14333					unknown	8M synthetic Lean statements lift 7B prover past GPT-4 on miniF2F	4	1	abstain	verified via arXiv search snippet only; large-scale synthetic SFT, lane-2 overlap	4
Demystifying-GRPO	DEMYSTIFYING GROUP RELATIVE POLICY OPTIMIZATION: ITS POLICY GRADIENT IS A U-STATISTIC	Zhou, Hongyi; Ye, Kai; Xu, Erhan; Zhu, Jin; Yang, Ying; Gong, Shijin et al.	2026	arXiv preprint (venue not verified)	2603.01162					unknown	GRPO gradient as U-statistic; finite-sample bounds; universal group-size scaling law	4	1	abstain	verified via arXiv search snippet only; pure theory, no actionable recipe	4
DP-OPD	DP-OPD: DIFFERENTIALLY PRIVATE ON-POLICY DISTILLATION FOR LANGUAGE MODELS	Khadem, Fatemeh; Mousavi, Sajad; Fang, Yi; Liu, Yuhong	2026	arXiv preprint (venue not verified)	2604.04461					unknown	private GKD on student trajectories at epsilon 2.0	4	1	abstain	verified via arXiv search snippet only; differential-privacy scope, tangential	4
Min-K Percent Prob	Detecting Pretraining Data from Large Language Models (Min-K% Prob)	Weijia Shi, Anirudh Ajith, Mengzhou Xia, Yangsibo Huang, Daogao Liu, Terra Blevins, Danqi Chen, Luke Zettlemoyer	2023	arXiv preprint (venue unverified)	2310.16789	unverified	unverified	unverified	unverified	Method described in paper	Reference-free pretraining-data detection for contamination auditing.	2	1	abstain	Verified at primary source but deferred: contamination detection is evaluation-side (lane 8 territory), not dataset construction.	2
Distill-Reader-to-Retriever	Distilling Knowledge from Reader to Retriever for Question Answering	Izacard; Grave	2021	ICLR 2021	none (OpenReview primary; no arXiv id)	n/a	n/a	n/a	n/a	unknown	Trains a dense retriever from a FiD reader cross-attention signal without query-document labels; cited as the distillation step inside Atlas.	3	1	abstain	No arXiv PDF to file (OpenReview is the primary); content covered by the Atlas and REPLUG-LSR admits; repo not resolved.	10
DynamicRetriever	DynamicRetriever: A Pre-training Model-based IR System with Neither Sparse nor Dense Index	Zhou; Yao; Dou; Wu; Wen	2022	unconfirmed	2203.00537 (id from PDF search-result URL only)	n/a	n/a	n/a	n/a	unknown	Early model-based indexer paper from the same group as Ultron, proposing token-plus-docid pre-training without any sparse or dense index.	3	1	abstain	Abs page never opened (only a PDF search-result excerpt); venue and details unconfirmed; same-group successor Ultron admitted instead.	10
(IA)3	Few-Shot Parameter-Efficient Fine-Tuning is Better and Cheaper than In-Context Learning ((IA)3 + T-Few)	Haokun Liu, Derek Tam, Mohammed Muqeeth, Jay Mohta, Tenghao Huang, Mohit Bansal, Colin Raffel	2022	NeurIPS 2022	2205.05638	unverified	unverified	unverified	unverified	code (per paper)	Learned vectors rescale k/v/FFN activations (0.01% params), beats full FT few-shot on T0-3B; extreme minimal-capacity anchor.	5	1	abstain	Verified at abs/NeurIPS/HF-docs pages; few-shot-era, no forgetting measurement; repo not verified; no PDF.	5
HAPO	HAPO: TRAINING LANGUAGE MODELS TO REASON CONCISELY VIA HISTORY-AWARE POLICY OPTIMIZATION	Huang, Chengyu; Zhang, Zhengxin; Cardie, Claire	2025	arXiv preprint (venue not verified)	2505.11225					unknown	history-aware length reward on 1.5B models cuts length 33-59 percent at 2-5 percent accuracy cost	4	1	abstain	verified via arXiv search snippet only; length-efficiency only, tangential	4
Deng-NAACL24	Investigating Data Contamination in Modern Benchmarks for Large Language Models	Chunyuan Deng et al.	2024	NAACL 2024	n/a (DOI not recorded)					not recorded	Overlap audit of pretraining corpora vs modern benchmarks plus TS-Guessing protocol; seen only via ACL Anthology excerpt.	2	1	abstain	Primary source never opened; cited here only as screened. Covered by admitted BDC survey and Sainz.	8
L-MoE	L-MoE: End-to-End Training of a Lightweight Mixture of Low-Rank Adaptation Experts	Ji; Song	2025	arXiv preprint	2510.17898				unknown	unknown	End-to-end differentiable token-level LoRA composition under plain AR loss	3	1	abstain	Screened via arXiv search snippet; overlaps admitted MoLoRA; not opened at abs page	3
LongWriter-Zero	LONGWRITER-ZERO: MASTERING ULTRA-LONG TEXT GENERATION VIA REINFORCEMENT LEARNING	Wu, Yuhao; Bai, Yushi; Hu, Zhiqiang; Lee, Roy Ka-Wei; Li, Juanzi	2025	ICLR 2026 Oral (per snippet)	2506.18841	https://huggingface.co/THU-KEG/LongWriter-Zero-32B	unknown		unknown	yes (data, checkpoints per abstract)	R1-Zero-style RL from base Qwen2.5-32B for long-form writing without SFT data	4	1	abstain	verified via arXiv search snippet only; 32B long-form scope, not transferable to 2B harness	4
Lamer-SSL	Lamer-SSL: Layer-aware Mixture of LoRA Experts for Continual Multilingual Expansion	Xu et al.	2026	ICASSP 2026	2602.12746				unknown	unknown	MoLE plus replay for speech models with 2.14% trainable parameters	3	1	abstain	Screened via arXiv search snippet; speech setting; replay-plus-MoLE pattern already covered by admitted items	3
DARE-seed	Language Models are Super Mario (DARE)	(not verified in this lane)	2023	round-2 inventory	2311.03099				unknown	not re-verified	Seed-adjacent model-merging method	3	1	abstain	In round-2 inventory; not re-screened in this lane	3,5
LoRAF	LoRA Without Forgetting: Freezing and Sparse Masking for Low-Rank Adaptation	Juzheng Zhang, Jiacheng You, Ashwinee Panda, Tom Goldstein	2025	ICLR 2025 SLLM workshop	none found	unknown	unverified	unverified	unverified	unknown	Freeze A + non-overlapping sparse masks on B across tasks; 95% fewer params than LoRA; Mistral-7B sequential NLU/math.	3	1	abstain	ICLR workshop page excerpt only; no arXiv id opened; no PDF.	5
LR-QAT	Low-Rank Quantization-Aware Training for LLMs	Yelysei Bondarenko, Riccardo Del Chiaro, Markus Nagel	2024	not venue-checked (arXiv abs excerpt only)	2406.06385	unverified	unverified	unverified	unverified	code (per paper)	Low-rank QAT matches full QAT at fraction of memory; 7B on single 24GB GPU.	4	1	abstain	Abs excerpt via search only, full abs page never opened; narrow QAT scope; no PDF.	5
MathFusion	MATHFUSION: ENHANCING MATHEMATICAL PROBLEM-SOLVING OF LLM THROUGH INSTRUCTION FUSION	Pei, Qizhi; Wu, Lijun; Pan, Zhuoshi; Li, Yu; Lin, Honglin; Ming, Chenlin et al.	2025	ACL 2025 (per snippet)	2503.16212	https://github.com/QizhiPei/mathfusion	unknown		unknown	yes (datasets, models, code per abstract)	cross-problem instruction synthesis; plus-18 accuracy points with 45K synthetic instructions	4	1	abstain	verified via arXiv search snippet only; lane-2 (data) overlap, math-only	4
Macaron-MoL	Macaron-V1: Towards Open Continual Learning with Self-Improvement and Mixture-of-LoRA	Mind Lab et al.	2026	arXiv preprint	2608.09819				unknown	unknown	748B-scale Mixture-of-LoRA agent family; continual learning via LoRA specialists	3	1	abstain	Screened via arXiv search snippet; two orders of magnitude above our scale; no transferable 1-3B measurement	3
Nemotron-4 340B	Nemotron-4 340B Technical Report	Nvidia	2024	NVIDIA technical report	2406.11704	unverified	unverified	unverified	unverified	Data: HF nvidia/HelpSteer2 (verified entry)	340B-scale pretraining + alignment report with synthetic-data pipeline notes.	2	1	abstain	Verified at primary source but screened out: base-model-scale report; document-synthetic detail thinner than Nemotron-CC for this lane; kept as background.	2
GKD-AV-Application	ON-POLICY DISTILLATION OF LANGUAGE MODELS FOR AUTONOMOUS VEHICLE MOTION PLANNING	Afsharrad, Amirhossein; Abedsoltan, Amirhesam; Moradipari, Ahmadreza; Lall, Sanjay	2026	arXiv preprint (venue not verified)	2604.07944					unknown	GKD beats an RL baseline and nears teacher at 5x compression on nuScenes	4	1	abstain	verified via arXiv search snippet only; single-domain application, low transfer	4
ProtoAda	ProtoAda: Prototype-Guided Adaptive Adapter Expansion and Geometric Consolidation	Shi et al.	2026	arXiv preprint	2606.02576				unknown	unknown	Format-aware MoLE routing for multimodal continual instruction tuning	3	1	abstain	Screened via arXiv search snippet; vision-language setting; routing insight covered by admitted Arrow/MoLoRA	3
QuAILoRA	QuAILoRA: Quantization-Aware Initialization for LoRA	Neal Lawton, Aishwarya Padmakumar, Judith Gaspers, Jack FitzGerald, Anoop Kumar, Greg Ver Steeg, Aram Galstyan	2024	NeurIPS ENLSP workshop (PMLR v262)	2410.14713	unknown	unverified	unverified	unverified	unknown	Calibrated quantization-aware init without extra FT memory; narrower follow-up to LoftQ.	4	1	abstain	Abs excerpt via search only; workshop; no PDF.	5
Rank-DistiLLM	RANK-DISTILLM: CLOSING THE EFFECTIVENESS GAP BETWEEN CROSS-ENCODERS AND LLMS FOR PASSAGE RE-RANKING	Schlatt, Ferdinand; Frobe, Maik; Scells, Harrisen; Zhuang, Shengyao; Koopman, Bevan; Zuccon, Guido et al.	2024	ECIR 2025 (per snippet)	2405.07920	https://github.com/webis-de/ECIR-25	unknown		unknown	yes (code and data per abstract)	LLM-distilled cross-encoders match teacher effectiveness at 173x speed	4	1	abstain	verified via arXiv search snippet only; re-ranking scope, not generative harness	4
ReMix	ReMix: Reinforcement routing for mixtures of LoRAs in LLM finetuning	Qiu et al.	2026	arXiv preprint	2603.10160				unknown	unknown	Non-learnable routing weights with RLOO gradient estimator fixes router collapse	3	1	abstain	Screened via arXiv search snippet; router-collapse finding noted but not verified at primary source	3
S-GRPO	S-GRPO: EARLY EXIT VIA REINFORCEMENT LEARNING IN REASONING MODELS	Dai, Muzhi; Yang, Chenxu; Si, Qingyi	2025	arXiv preprint (venue not verified)	2505.07686					unknown	serial-group decaying reward for early CoT exit; 35-61 percent shorter at slightly higher accuracy	4	1	abstain	verified via arXiv search snippet only; conciseness-only, tangential	4
SAMoRA	SAMoRA: Semantic-Aware Mixture of LoRA Experts for Task-Adaptive Learning	Shi et al.	2026	arXiv preprint	2604.19048	https://github.com/boyan-code/SAMoRA			unknown	code released	MoE-LoRA with semantic router and task-adaptive scaling	3	1	abstain	Screened via arXiv search snippet; representative coverage via admitted MoLoRA/Arrow; not opened at abs page	3
TIES-seed	TIES-Merging: Resolving Interference When Merging Models	(not verified in this lane)	2023	round-2 inventory	2306.01708				unknown	not re-verified	Seed-adjacent model-merging method	3	1	abstain	In round-2 inventory; not re-screened in this lane	3,5
BiGGen-Bench	The BigGen Bench: A Principled Benchmark for Fine-grained Evaluation of Language Models with Language Models	authors not recorded	2024	arXiv preprint	2406.05761					not recorded	765-instance fine-grained eval benchmark used to train Prometheus-2-BGB; seen only as a citation inside Prometheus 2.	6	1	abstain	Primary source never opened. Listed so the integrator knows the Prometheus-2-BGB claim is second-hand.	8
Contamination-oracle-2024	Towards Data Contamination Detection for Modern Large Language Models: Limitations, Inconsistencies, and Oracle Challenges	Vinay Samuel et al.	2024	arXiv preprint	2409.09927					not recorded	Cross-comparison finding detection methods inconsistent across models/benchmarks and blind to instruction-tuning augmentation; seen only via search excerpt.	2	1	abstain	Primary source never opened. Listed so the gap (no agreed detector) is not silently dropped.	8
ConciseR	WALK BEFORE YOU RUN! CONCISE LLM REASONING VIA REINFORCEMENT LEARNING	Song, Mingyang; Zheng, Mao	2025	arXiv preprint (venue not verified)	2505.21178					unknown	two-stage GRPO++ then length-aware GRPO for concise reasoning	4	1	abstain	verified via arXiv search snippet only; conciseness-only, tangential	4
GRPO-Alignment-Objective	WHAT IS THE ALIGNMENT OBJECTIVE OF GRPO?	Vojnovic, Milan; Yun, Se-Young	2025	arXiv preprint (venue not verified)	2502.18548					unknown	characterizes GRPO stationary policies and preference aggregation vs RLHF log-pooling	4	1	abstain	verified via arXiv search snippet only; theory note, no recipe	4
Wrong-id probe 2	Designing metainterfaces with specified friction laws (NOT DoRA)	Antoine Aymard et al.	n/a	n/a	2402.10960	n/a	n/a	n/a	n/a	n/a	Recalled id for DoRA was wrong; abs page disproves it; true DoRA is 2402.09353.	5	0	abstain	Opened to disprove; listed so the error is on record, not silently dropped.	5
Arrow-trap	Discrete-Time I and I Adaptive Interconnection and Damping Passivity-Based Control	Alkrunz; Yalcin	2024	arXiv preprint	2405.19944				unknown	no	Control-theory paper; a guessed id for Arrow routing that verification rejected	3	0	abstain	Opened abs page to check a recalled id; title mismatch proves the guess wrong; recorded as verification trap	3
SGPT-trap	Feasibility Enhancement of Constrained Receding Horizon Control Using Generalized Control Barrier Function	Ma et al.	2021	arXiv preprint	2102.13304				unknown	no	Control paper; a guessed id for SGPT that verification rejected	3	0	abstain	Opened abs page to check a recalled id; title mismatch proves the guess wrong	3
FLAN	Finetuned Language Models Are Zero-Shot Learners (FLAN)	Jason Wei, Maarten Bosma (et al.; full list per arXiv)	2021	arXiv preprint (venue unverified)	2109.01652	unverified	unverified	unverified	unverified	Human instruction collection per paper	Human-curated instruction tuning collection; template/mixing background only.	2	0	abstain	Verified at primary source but out of scope: human-written data, no synthetic-generation recipe for the lane.	2
GritLM-seed	Generative Representational Instruction Tuning	Muennighoff et al. (not verified in this lane)	2024	round-2 inventory	2402.09906				unknown	not re-verified	Seed paper for this lane: joint generative+embedding training	3	0	abstain	Seed from brief/round-2; used only as forward-chaining source via OpenAlex, not re-found	3
Hydra-seed	Hydra: Unifying Document Retrieval and Generation in a Single Vision-Language Model	(not verified in this lane)	2026	round-2 inventory	2603.28554				unknown	not re-verified	Seed paper for this lane: unified retrieval-generation	3	0	abstain	Seed from brief/round-2; chaining source only, not re-found	3
LLM2Vec-seed	LLM2Vec paper (title not verified in this lane)	BehnamGhader et al. (not verified in this lane)	2024	round-2 inventory	2404.05961				unknown	not re-verified	Seed paper for this lane: decoder-to-embedder conversion	3	0	abstain	Seed from brief/round-2; chaining source only, not re-found	3
OneGen-seed	OneGen paper (title not verified in this lane)	(not verified in this lane)	2024	round-2 inventory	2409.05152				unknown	not re-verified	Seed paper for this lane: joint retrieval-generation training	3	0	abstain	Seed from brief/round-2; chaining source only, not re-found	3
rsLoRA-trap	Proportional Representation in Metric Spaces and Low-Distortion Committee Selection	Kalayci; Kempe; Kher	2023	arXiv preprint	2312.10369				unknown	no	Social-choice paper; a guessed id for rsLoRA that verification rejected	3	0	abstain	Opened abs page to check a recalled id; title mismatch proves the guess wrong	3
Instruction Mining wrong id	Record of miss: 2307.06215 is an unrelated paper (rotating black holes)	n/a	n/a	n/a	2307.06215 (wrong)	n/a	n/a	n/a	n/a	n/a	Shows the recalled id was wrong; correct id 2307.06290 found via OpenAlex title search and admitted.	2	0	abstain	Resolved miss, kept in inventory so nothing screened is dropped silently.	2
Super-NaturalInstructions	Super-NaturalInstructions: Generalization via Declarative Instructions on 1600+ NLP Tasks	Yizhong Wang, Swaroop Mishra (et al.; full list per arXiv)	2022	arXiv preprint (venue unverified)	2204.07705	unverified	unverified	unverified	unverified	Benchmark released per paper	Human-written instruction benchmark (1600+ tasks); eval target for Self-Instruct/Unnatural, not a synthesis method.	2	0	abstain	Verified at primary source but out of scope: human-written data, no synthetic-generation recipe for the lane.	2
Wrong-id probe 1	Topotactic Transition (materials science; NOT a LoRA paper)	Ziang Meng et al.	n/a	n/a	2305.16605	n/a	n/a	n/a	n/a	n/a	Recalled id for LoRA Learns Less was wrong; abs page disproves it.	5	0	abstain	Opened to disprove; listed so the error is on record, not silently dropped.	5
CaseHOLD-2104.08671	When Does Pretraining Help? Assessing Self-Supervised Learning for Law and the CaseHOLD Dataset	Lucia Zheng et al.	2021	ICAIL 2021	2104.08671					not recorded	Legal domain-pretraining study surfaced by my own wrong-guess arXiv id (off-by-8 from BEIR); unrelated to lane 8.	1	0	abstain	Opened abs page to rule it out: it is the correct paper for 2104.08671, not BEIR (2104.08663). Screened, out of scope.	8
ORPO	unverified candidate (monolithic preference optimization)	unknown	unknown	unknown	unverified (guessed 2404.10019 disproven via abs fetch: unrelated astrophysics paper)						reference-free preference method relevant in principle	4	0	abstain	could not verify arXiv id; follow-up search timed out; do not cite	4
Tulu-3	unverified candidate (open post-training recipe)	unknown	unknown	unknown	unverified (guessed 2411.15134 disproven via abs fetch: toric invariance)						frontier open SFT/DPO/RLVR recipe	4	0	abstain	could not verify arXiv id; do not cite	4
RAFT	unverified candidate (reward-ranked fine-tuning)	unknown	unknown	unknown	unverified (guessed 2309.07487 disproven via abs fetch: biomechanics)						reward-ranked SFT baseline	4	0	abstain	could not verify arXiv id; do not cite	4
V-STaR	unverified candidate (verifier-augmented STaR)	unknown	unknown	unknown	unverified (guessed 2310.05689 disproven via abs fetch: opinion dynamics; text searches empty)						validator-plus-preference extension of STaR	4	0	abstain	could not verify arXiv id after three attempts; do not cite	4
GSM-IC	Large Language Models Can Be Easily Distracted by Irrelevant Context	Freda Shi; Xinyun Chen; Kanishka Misra; Nathan Scales; David Dohan; Ed H. Chi; Nathanael Scharli; Denny Zhou	2023	ICML 2023	2302.00093			none confirmed	Measures consumer accuracy collapse under irrelevant context; self-consistency and distractor-aware exemplars mitigate.	6	2	admit	Verified at arXiv abs page and PMLR proceedings page; consumer-quality-vs-payload-noise evidence, though on math reasoning rather than retrieval payloads.			9
Robust-RALM	Making Retrieval-Augmented Language Models Robust to Irrelevant Context	Ori Yoran; Tomer Wolfson; Ori Ram; Jonathan Berant	2023	preprint	2310.01558			none confirmed	Characterizes when retrieval hurts QA; NLI back-off baseline; 1000-example mixed relevant/irrelevant fine-tune yields robustness.	6	3	admit	Verified at arXiv abs and html pages; authors per arXiv listing; mixed-context fine-tuning recipe transfers directly to MelodyScribe dataset design. Repo not confirmed from fetched pages.			9
xRAG	xRAG: Extreme Context Compression for Retrieval-augmented Generation with One Token	Xin Cheng; Xun Wang; Xingxing Zhang; Tao Ge; Si-Qing Chen; Furu Wei; Huishuai Zhang; Dongyan Zhao	2024	NeurIPS 2024	2405.13792			none confirmed	Two-layer projector maps frozen dense-retrieval embedding to one token for a frozen LLM; +10% avg, 3.53x fewer FLOPs.	6	3	admit	Verified at arXiv abs page and NeurIPS proceedings page; direct precedent for retrieval embedding as consumable token, but single-document only and projector is consumer-specific.			9
